id,tool,status,reason,cmd,expected_exit,actual_exit,expected_stdout,actual_stdout,stderr
1106,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:repetition> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
1107,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:repetition> data/no_match.txt,0,0,zzz\nYYY\n123\n,zzz\nYYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dAm\x01: No such file or directory\n"
1108,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:repetition> data/no_match.txt,0,0,1:zzz\n2:YYY\n3:123\n,1:zzz\n2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d1m\x01: No such file or directory\n"
1109,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:repetition> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
1110,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:repetition> data/no_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
1111,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:repetition> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
1112,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:repetition> data/no_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
1113,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:repetition> data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\x1d\ufffdm\x01: No such file or directory\n"
1114,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:repetition> data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
1115,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:repetition> data/one_match.txt,0,0,foo\n,foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdm\x01: No such file or directory\n"
1116,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:repetition> data/one_match.txt,0,0,1:foo\n,1:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]^m\x01: No such file or directory\n"
1117,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:repetition> data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\x05o\x01: No such file or directory\n"
1118,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:repetition> data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdn\x01: No such file or directory\n"
1119,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:repetition> data/one_match.txt,0,0,bar\nbaz\n,bar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd@o\x01: No such file or directory\n"
1120,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:repetition> data/one_match.txt,0,0,2:bar\n3:baz\n,2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\1m\x01: No such file or directory\n"
1121,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:repetition> data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08] k\x01: No such file or directory\n"
1122,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:repetition> data/one_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdso\x01: No such file or directory\n"
1123,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:repetition> data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
1124,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:repetition> data/one_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\x02m\x01: No such file or directory\n"
1125,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:repetition> data/many_match.txt,0,0,foo\nxfoo\nfoo\n,foo\nxfoo\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdl\x01: No such file or directory\n"
1126,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:repetition> data/many_match.txt,0,0,1:foo\n2:xfoo\n4:foo\n,1:foo\n2:xfoo\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1127,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:repetition> data/many_match.txt,0,0,foo\nxfoo\nFOO\nfoo\n,foo\nxfoo\nFOO\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]""m\x01: No such file or directory\n"
1128,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:repetition> data/many_match.txt,0,0,1:foo\n2:xfoo\n3:FOO\n4:foo\n,1:foo\n2:xfoo\n3:FOO\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdm\x01: No such file or directory\n"
1129,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:repetition> data/many_match.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]Um\x01: No such file or directory\n"
1130,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:repetition> data/many_match.txt,0,0,3:FOO\n,3:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d-m\x01: No such file or directory\n"
1131,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:repetition> data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1dHo\x01: No such file or directory\n"
1132,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:repetition> data/many_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\u070bo\x01: No such file or directory\n"
1133,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:repetition> data/many_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd*m\x01: No such file or directory\n"
1134,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:repetition> data/many_match.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd(m\x01: No such file or directory\n"
1135,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:repetition> data/many_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
1136,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:repetition> data/many_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\\ufffdk\x01: No such file or directory\n"
1137,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:repetition> data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1138,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:repetition> data/unicode_content.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdj\x01: No such file or directory\n"
1139,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:repetition> data/unicode_content.txt,0,0,FOO\n,FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd:m\x01: No such file or directory\n"
1140,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:repetition> data/unicode_content.txt,0,0,2:FOO\n,2:FOO\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
1141,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:repetition> data/unicode_content.txt,0,0,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\nFOO\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\x18o\x01: No such file or directory\n"
1142,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:repetition> data/unicode_content.txt,0,0,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n2:FOO\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdj\x01: No such file or directory\n"
1143,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:repetition> data/unicode_content.txt,0,0,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,caf\xe9\n\u5317\u4eac\nna\xefve\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffddk\x01: No such file or directory\n"
1144,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:repetition> data/unicode_content.txt,0,0,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,1:caf\xe9\n3:\u5317\u4eac\n4:na\xefve\n5:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffdbk\x01: No such file or directory\n"
1145,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:repetition> data/unicode_content.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1146,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:repetition> data/unicode_content.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1147,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:repetition> data/unicode_content.txt,0,0,5\n,5\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdn\x01: No such file or directory\n"
1148,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:repetition> data/unicode_content.txt,0,0,4\n,4\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\ufffd`o\x01: No such file or directory\n"
1149,icgrep,FAIL,missing input path should return error,icgrep -colors=never -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
1150,icgrep,FAIL,missing input path should return error,icgrep -colors=never -i -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffdpm\x01: No such file or directory\n"
1151,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]%o\x01: No such file or directory\n"
1152,icgrep,FAIL,missing input path should return error,icgrep -colors=never -v -i -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\u0729k\x01: No such file or directory\n"
1153,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\x15m\x01: No such file or directory\n"
1154,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -i -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdl\x01: No such file or directory\n"
1155,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\\\ufffdl\x01: No such file or directory\n"
1156,icgrep,FAIL,missing input path should return error,icgrep -colors=never -c -v -i -f <regex-file:repetition> data/this_path_should_not_exist.txt,2,1,,"icgrep: ""/Users/arshmann/CMPT473/parabix-devel/project/data/this_path_should_not_exist.txt"": No such file.\n","failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdo\x01: No such file or directory\n"
1157,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:unicode_property> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\ufffdlk\x01: No such file or directory\n"
1158,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:unicode_property> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d$o\x01: No such file or directory\n"
1159,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:unicode_property> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\x1co\x01: No such file or directory\n"
1160,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:unicode_property> data/empty.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x13k\x01: No such file or directory\n"
1161,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:unicode_property> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1162,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:unicode_property> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdk\x01: No such file or directory\n"
1163,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:unicode_property> data/empty.txt,0,0,\n,\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd`k\x01: No such file or directory\n"
1164,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:unicode_property> data/empty.txt,0,0,1:\n,1:\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d-o\x01: No such file or directory\n"
1165,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:unicode_property> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
1166,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:unicode_property> data/empty.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u0744m\x01: No such file or directory\n"
1167,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:unicode_property> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]}k\x01: No such file or directory\n"
1168,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:unicode_property> data/empty.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffduo\x01: No such file or directory\n"
1169,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:unicode_property> data/no_match.txt,0,0,zzz\n,zzz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\x1d\ufffdk\x01: No such file or directory\n"
1170,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:unicode_property> data/no_match.txt,0,0,1:zzz\n,1:zzz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1171,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:unicode_property> data/no_match.txt,0,0,zzz\n,zzz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd+o\x01: No such file or directory\n"
1172,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:unicode_property> data/no_match.txt,0,0,1:zzz\n,1:zzz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdl\x01: No such file or directory\n"
1173,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:unicode_property> data/no_match.txt,0,0,YYY\n123\n,YYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08])k\x01: No such file or directory\n"
1174,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:unicode_property> data/no_match.txt,0,0,2:YYY\n3:123\n,2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd_o\x01: No such file or directory\n"
1175,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:unicode_property> data/no_match.txt,0,0,YYY\n123\n,YYY\n123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u076dk\x01: No such file or directory\n"
1176,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:unicode_property> data/no_match.txt,0,0,2:YYY\n3:123\n,2:YYY\n3:123\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd?k\x01: No such file or directory\n"
1177,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:unicode_property> data/no_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1duk\x01: No such file or directory\n"
1178,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:unicode_property> data/no_match.txt,0,0,1\n,1\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd&k\x01: No such file or directory\n"
1179,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:unicode_property> data/no_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1180,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:unicode_property> data/no_match.txt,0,0,2\n,2\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]|o\x01: No such file or directory\n"
1181,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:unicode_property> data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""(\ufffd\x0ek\x01: No such file or directory\n"
1182,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:unicode_property> data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1183,icgrep,PASS,normal mode,icgrep -colors=never -i -f <regex-file:unicode_property> data/one_match.txt,0,0,foo\nbar\nbaz\n,foo\nbar\nbaz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd:m\x01: No such file or directory\n"
1184,icgrep,PASS,line-number mode,icgrep -colors=never -i -n -f <regex-file:unicode_property> data/one_match.txt,0,0,1:foo\n2:bar\n3:baz\n,1:foo\n2:bar\n3:baz\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1185,icgrep,PASS,normal mode,icgrep -colors=never -v -f <regex-file:unicode_property> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\u074ao\x01: No such file or directory\n"
1186,icgrep,PASS,line-number mode,icgrep -colors=never -v -n -f <regex-file:unicode_property> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]\ufffdk\x01: No such file or directory\n"
1187,icgrep,PASS,normal mode,icgrep -colors=never -v -i -f <regex-file:unicode_property> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08]: No such file or directory\n"
1188,icgrep,PASS,line-number mode,icgrep -colors=never -v -i -n -f <regex-file:unicode_property> data/one_match.txt,1,1,,,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1c\ufffdl\x01: No such file or directory\n"
1189,icgrep,PASS,count mode,icgrep -colors=never -c -f <regex-file:unicode_property> data/one_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdo\x01: No such file or directory\n"
1190,icgrep,PASS,count mode,icgrep -colors=never -c -i -f <regex-file:unicode_property> data/one_match.txt,0,0,3\n,3\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdk\x01: No such file or directory\n"
1191,icgrep,PASS,count mode,icgrep -colors=never -c -v -f <regex-file:unicode_property> data/one_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\ufffdm\x01: No such file or directory\n"
1192,icgrep,PASS,count mode,icgrep -colors=never -c -v -i -f <regex-file:unicode_property> data/one_match.txt,1,1,0\n,0\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\ufffd\x1crk\x01: No such file or directory\n"
1193,icgrep,PASS,normal mode,icgrep -colors=never -f <regex-file:unicode_property> data/many_match.txt,0,0,foo\nxfoo\nfoo\n,foo\nxfoo\nfoo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\ufffd\ufffdo\x01: No such file or directory\n"
1194,icgrep,PASS,line-number mode,icgrep -colors=never -n -f <regex-file:unicode_property> data/many_match.txt,0,0,1:foo\n2:xfoo\n4:foo\n,1:foo\n2:xfoo\n4:foo\n,"failed to exec cache cleanup deamon ""/Users/arshmann/CMPT473/parabix-devel/build-asan/bin/cachejanitord""\x08\x1d\x10k\x01: No such file or directory\n"
